" 2579","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2580","022043","SEA/WATER TEMPERATURE","18.350000000000023"
" 2581","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2582","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2583","007063","DEPTH BELOW SEA/WATER SURFACE (M)","285.68"
" 2584","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2585","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2586","022043","SEA/WATER TEMPERATURE","18.310000000000002"
" 2587","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2588","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2589","007063","DEPTH BELOW SEA/WATER SURFACE (M)","286.37"
" 2590","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2591","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2592","022043","SEA/WATER TEMPERATURE","18.30000000000001"
" 2593","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2594","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2595","007063","DEPTH BELOW SEA/WATER SURFACE (M)","287.06"
" 2596","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2597","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2598","022043","SEA/WATER TEMPERATURE","18.28000000000003"
" 2599","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2600","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2601","007063","DEPTH BELOW SEA/WATER SURFACE (M)","287.74"
" 2602","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2603","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2604","022043","SEA/WATER TEMPERATURE","18.25"
" 2605","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2606","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2607","007063","DEPTH BELOW SEA/WATER SURFACE (M)","288.43"
" 2608","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2609","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2610","022043","SEA/WATER TEMPERATURE","18.220000000000027"
" 2611","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2612","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2613","007063","DEPTH BELOW SEA/WATER SURFACE (M)","289.12"
" 2614","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2615","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2616","022043","SEA/WATER TEMPERATURE","18.189999999999998"
" 2617","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2618","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2619","007063","DEPTH BELOW SEA/WATER SURFACE (M)","289.81"
" 2620","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2621","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2622","022043","SEA/WATER TEMPERATURE","18.170000000000016"
" 2623","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2624","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2625","007063","DEPTH BELOW SEA/WATER SURFACE (M)","290.5"
" 2626","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2627","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2628","022043","SEA/WATER TEMPERATURE","18.150000000000034"
" 2629","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2630","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2631","007063","DEPTH BELOW SEA/WATER SURFACE (M)","291.18"
" 2632","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2633","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2634","022043","SEA/WATER TEMPERATURE","18.120000000000005"
" 2635","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2636","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2637","007063","DEPTH BELOW SEA/WATER SURFACE (M)","291.87"
" 2638","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2639","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2640","022043","SEA/WATER TEMPERATURE","18.100000000000023"
" 2641","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2642","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2643","007063","DEPTH BELOW SEA/WATER SURFACE (M)","292.56"
" 2644","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2645","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2646","022043","SEA/WATER TEMPERATURE","18.08000000000004"
" 2647","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2648","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2649","007063","DEPTH BELOW SEA/WATER SURFACE (M)","293.25"
" 2650","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2651","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2652","022043","SEA/WATER TEMPERATURE","18.05000000000001"
" 2653","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2654","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2655","007063","DEPTH BELOW SEA/WATER SURFACE (M)","293.94"
" 2656","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2657","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2658","022043","SEA/WATER TEMPERATURE","18.04000000000002"
" 2659","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2660","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2661","007063","DEPTH BELOW SEA/WATER SURFACE (M)","294.63"
" 2662","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2663","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2664","022043","SEA/WATER TEMPERATURE","18.03000000000003"
" 2665","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2666","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2667","007063","DEPTH BELOW SEA/WATER SURFACE (M)","295.32"
" 2668","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2669","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2670","022043","SEA/WATER TEMPERATURE","18.0"
" 2671","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2672","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2673","007063","DEPTH BELOW SEA/WATER SURFACE (M)","296.0"
" 2674","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2675","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2676","022043","SEA/WATER TEMPERATURE","17.99000000000001"
" 2677","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2678","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2679","007063","DEPTH BELOW SEA/WATER SURFACE (M)","296.69"
" 2680","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2681","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2682","022043","SEA/WATER TEMPERATURE","17.970000000000027"
" 2683","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2684","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2685","007063","DEPTH BELOW SEA/WATER SURFACE (M)","297.38"
" 2686","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2687","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2688","022043","SEA/WATER TEMPERATURE","17.970000000000027"
" 2689","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2690","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2691","007063","DEPTH BELOW SEA/WATER SURFACE (M)","298.07"
" 2692","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2693","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2694","022043","SEA/WATER TEMPERATURE","17.970000000000027"
" 2695","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2696","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2697","007063","DEPTH BELOW SEA/WATER SURFACE (M)","298.76"
" 2698","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2699","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2700","022043","SEA/WATER TEMPERATURE","17.960000000000036"
" 2701","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2702","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2703","007063","DEPTH BELOW SEA/WATER SURFACE (M)","299.45"
" 2704","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2705","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2706","022043","SEA/WATER TEMPERATURE","17.950000000000045"
" 2707","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2708","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2709","007063","DEPTH BELOW SEA/WATER SURFACE (M)","300.14"
" 2710","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2711","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2712","022043","SEA/WATER TEMPERATURE","17.939999999999998"
" 2713","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2714","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2715","007063","DEPTH BELOW SEA/WATER SURFACE (M)","300.83"
" 2716","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2717","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2718","022043","SEA/WATER TEMPERATURE","17.930000000000007"
" 2719","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2720","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2721","007063","DEPTH BELOW SEA/WATER SURFACE (M)","301.52"
" 2722","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2723","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2724","022043","SEA/WATER TEMPERATURE","17.930000000000007"
" 2725","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2726","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2727","007063","DEPTH BELOW SEA/WATER SURFACE (M)","302.21"
" 2728","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2729","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2730","022043","SEA/WATER TEMPERATURE","17.930000000000007"
" 2731","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2732","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2733","007063","DEPTH BELOW SEA/WATER SURFACE (M)","302.89"
" 2734","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2735","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2736","022043","SEA/WATER TEMPERATURE","17.930000000000007"
" 2737","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2738","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2739","007063","DEPTH BELOW SEA/WATER SURFACE (M)","303.58"
" 2740","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2741","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2742","022043","SEA/WATER TEMPERATURE","17.930000000000007"
" 2743","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2744","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2745","007063","DEPTH BELOW SEA/WATER SURFACE (M)","304.27"
" 2746","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2747","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2748","022043","SEA/WATER TEMPERATURE","17.920000000000016"
" 2749","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2750","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2751","007063","DEPTH BELOW SEA/WATER SURFACE (M)","304.96"
" 2752","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2753","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2754","022043","SEA/WATER TEMPERATURE","17.910000000000025"
" 2755","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2756","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2757","007063","DEPTH BELOW SEA/WATER SURFACE (M)","305.65"
" 2758","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2759","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2760","022043","SEA/WATER TEMPERATURE","17.900000000000034"
" 2761","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2762","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2763","007063","DEPTH BELOW SEA/WATER SURFACE (M)","306.34"
" 2764","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2765","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2766","022043","SEA/WATER TEMPERATURE","17.900000000000034"
" 2767","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2768","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2769","007063","DEPTH BELOW SEA/WATER SURFACE (M)","307.03"
" 2770","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2771","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2772","022043","SEA/WATER TEMPERATURE","17.890000000000043"
" 2773","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2774","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2775","007063","DEPTH BELOW SEA/WATER SURFACE (M)","307.72"
" 2776","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2777","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2778","022043","SEA/WATER TEMPERATURE","17.900000000000034"
" 2779","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2780","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2781","007063","DEPTH BELOW SEA/WATER SURFACE (M)","308.41"
" 2782","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2783","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2784","022043","SEA/WATER TEMPERATURE","17.900000000000034"
" 2785","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2786","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2787","007063","DEPTH BELOW SEA/WATER SURFACE (M)","309.1"
" 2788","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2789","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2790","022043","SEA/WATER TEMPERATURE","17.890000000000043"
" 2791","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2792","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2793","007063","DEPTH BELOW SEA/WATER SURFACE (M)","309.79"
" 2794","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2795","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2796","022043","SEA/WATER TEMPERATURE","17.879999999999995"
" 2797","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2798","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2799","007063","DEPTH BELOW SEA/WATER SURFACE (M)","310.48"
" 2800","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2801","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2802","022043","SEA/WATER TEMPERATURE","17.860000000000014"
" 2803","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2804","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2805","007063","DEPTH BELOW SEA/WATER SURFACE (M)","311.17"
" 2806","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2807","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2808","022043","SEA/WATER TEMPERATURE","17.850000000000023"
" 2809","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2810","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2811","007063","DEPTH BELOW SEA/WATER SURFACE (M)","311.86"
" 2812","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2813","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2814","022043","SEA/WATER TEMPERATURE","17.83000000000004"
" 2815","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2816","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2817","007063","DEPTH BELOW SEA/WATER SURFACE (M)","312.55"
" 2818","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2819","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2820","022043","SEA/WATER TEMPERATURE","17.83000000000004"
" 2821","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2822","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2823","007063","DEPTH BELOW SEA/WATER SURFACE (M)","313.24"
" 2824","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2825","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2826","022043","SEA/WATER TEMPERATURE","17.810000000000002"
" 2827","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2828","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2829","007063","DEPTH BELOW SEA/WATER SURFACE (M)","313.93"
" 2830","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2831","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2832","022043","SEA/WATER TEMPERATURE","17.79000000000002"
" 2833","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2834","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2835","007063","DEPTH BELOW SEA/WATER SURFACE (M)","314.62"
" 2836","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2837","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2838","022043","SEA/WATER TEMPERATURE","17.760000000000048"
" 2839","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2840","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2841","007063","DEPTH BELOW SEA/WATER SURFACE (M)","315.31"
" 2842","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2843","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2844","022043","SEA/WATER TEMPERATURE","17.730000000000018"
" 2845","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2846","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2847","007063","DEPTH BELOW SEA/WATER SURFACE (M)","316.0"
" 2848","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2849","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2850","022043","SEA/WATER TEMPERATURE","17.720000000000027"
" 2851","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2852","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2853","007063","DEPTH BELOW SEA/WATER SURFACE (M)","316.69"
" 2854","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2855","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2856","022043","SEA/WATER TEMPERATURE","17.700000000000045"
" 2857","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2858","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2859","007063","DEPTH BELOW SEA/WATER SURFACE (M)","317.38"
" 2860","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2861","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2862","022043","SEA/WATER TEMPERATURE","17.700000000000045"
" 2863","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2864","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2865","007063","DEPTH BELOW SEA/WATER SURFACE (M)","318.07"
" 2866","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2867","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2868","022043","SEA/WATER TEMPERATURE","17.689999999999998"
" 2869","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2870","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2871","007063","DEPTH BELOW SEA/WATER SURFACE (M)","318.76"
" 2872","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2873","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2874","022043","SEA/WATER TEMPERATURE","17.670000000000016"
" 2875","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2876","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2877","007063","DEPTH BELOW SEA/WATER SURFACE (M)","319.45"
" 2878","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2879","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2880","022043","SEA/WATER TEMPERATURE","17.660000000000025"
" 2881","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2882","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2883","007063","DEPTH BELOW SEA/WATER SURFACE (M)","320.14"
" 2884","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2885","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2886","022043","SEA/WATER TEMPERATURE","17.640000000000043"
" 2887","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2888","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2889","007063","DEPTH BELOW SEA/WATER SURFACE (M)","320.83"
" 2890","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2891","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2892","022043","SEA/WATER TEMPERATURE","17.610000000000014"
" 2893","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2894","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2895","007063","DEPTH BELOW SEA/WATER SURFACE (M)","321.52"
" 2896","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2897","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2898","022043","SEA/WATER TEMPERATURE","17.58000000000004"
" 2899","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2900","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2901","007063","DEPTH BELOW SEA/WATER SURFACE (M)","322.21"
" 2902","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2903","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2904","022043","SEA/WATER TEMPERATURE","17.560000000000002"
" 2905","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2906","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2907","007063","DEPTH BELOW SEA/WATER SURFACE (M)","322.9"
" 2908","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2909","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2910","022043","SEA/WATER TEMPERATURE","17.55000000000001"
" 2911","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2912","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2913","007063","DEPTH BELOW SEA/WATER SURFACE (M)","323.59"
" 2914","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2915","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2916","022043","SEA/WATER TEMPERATURE","17.54000000000002"
" 2917","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2918","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2919","007063","DEPTH BELOW SEA/WATER SURFACE (M)","324.28"
" 2920","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2921","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2922","022043","SEA/WATER TEMPERATURE","17.54000000000002"
" 2923","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2924","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2925","007063","DEPTH BELOW SEA/WATER SURFACE (M)","324.97"
" 2926","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2927","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2928","022043","SEA/WATER TEMPERATURE","17.52000000000004"
" 2929","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2930","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2931","007063","DEPTH BELOW SEA/WATER SURFACE (M)","325.66"
" 2932","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2933","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2934","022043","SEA/WATER TEMPERATURE","17.5"
" 2935","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2936","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2937","007063","DEPTH BELOW SEA/WATER SURFACE (M)","326.35"
" 2938","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2939","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2940","022043","SEA/WATER TEMPERATURE","17.450000000000045"
" 2941","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2942","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2943","007063","DEPTH BELOW SEA/WATER SURFACE (M)","327.04"
" 2944","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2945","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2946","022043","SEA/WATER TEMPERATURE","17.400000000000034"
" 2947","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2948","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2949","007063","DEPTH BELOW SEA/WATER SURFACE (M)","327.73"
" 2950","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2951","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2952","022043","SEA/WATER TEMPERATURE","17.400000000000034"
" 2953","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2954","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2955","007063","DEPTH BELOW SEA/WATER SURFACE (M)","328.42"
" 2956","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2957","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2958","022043","SEA/WATER TEMPERATURE","17.390000000000043"
" 2959","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2960","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2961","007063","DEPTH BELOW SEA/WATER SURFACE (M)","329.12"
" 2962","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2963","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2964","022043","SEA/WATER TEMPERATURE","17.379999999999995"
" 2965","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2966","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2967","007063","DEPTH BELOW SEA/WATER SURFACE (M)","329.81"
" 2968","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2969","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2970","022043","SEA/WATER TEMPERATURE","17.360000000000014"
" 2971","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2972","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2973","007063","DEPTH BELOW SEA/WATER SURFACE (M)","330.5"
" 2974","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2975","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2976","022043","SEA/WATER TEMPERATURE","17.350000000000023"
" 2977","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2978","033050","GLOBAL GTSPP QUALITY FLAG","1"
" 2979","007063","DEPTH BELOW SEA/WATER SURFACE (M)","331.19"
" 2980","008080","QUALIFIER FOR GTSPP QUALITY FLAG","13"
" 2981","033050","GLOBAL GTSPP QUALITY FLAG","9"
" 2982","022043","SEA/WATER TEMPERATURE","17.33000000000004"
" 2983","008080","QUALIFIER FOR GTSPP QUALITY FLAG","11"
" 2984","033050","GLOBAL GTSPP QUALITY FLAG","1"
